N,detuning,g,kappa,Gamma,omega,Lambda,scale,Tmax,intracavity_photon_number
3,8.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000255227
3,-8.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000330791
3,-9,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000446502
3,-8.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000255227
3,-8.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.0002045
3,-7.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000119586
3,-7.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000129229
3,-9.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000917804
3,-8.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000169696
3,-8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.0001456
3,-9.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000627992
3,-12.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000324526
3,-12.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000401118
3,-13,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000760248
3,-12.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000534185
3,-12,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000265106
3,-12.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000283089
3,-11.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000265866
3,-11.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000284173
3,-3.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000593498
3,-4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000514917
3,-3.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000691438
3,-3.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000817681
3,-2.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.002044478
3,-2.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.001550727
3,-4.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000397651
3,-3.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000985935
3,-3,3.769911184,1,0.36,10,0.1,79577.47155,60,0.001218189
3,-4.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000450471
3,-7.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000101071
3,-7.6,3.769911184,1,0.36,10,0.1,79577.47155,60,9.72E-05
3,-8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000102061
3,-7.8,3.769911184,1,0.36,10,0.1,79577.47155,60,9.68E-05
3,-7,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000115481
3,-7.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.00010736
3,-6.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000124954
3,-6.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.00013529
3,-18.8,3.769911184,1,0.36,10,0.1,79577.47155,60,4.78E-05
3,-19,3.769911184,1,0.36,10,0.1,79577.47155,60,5.20E-05
3,-18.6,3.769911184,1,0.36,10,0.1,79577.47155,60,4.52E-05
3,-18.4,3.769911184,1,0.36,10,0.1,79577.47155,60,4.38E-05
3,-17.6,3.769911184,1,0.36,10,0.1,79577.47155,60,4.40E-05
3,-17.8,3.769911184,1,0.36,10,0.1,79577.47155,60,4.36E-05
3,-19.4,3.769911184,1,0.36,10,0.1,79577.47155,60,6.20E-05
3,-18.2,3.769911184,1,0.36,10,0.1,79577.47155,60,4.33E-05
3,-18,3.769911184,1,0.36,10,0.1,79577.47155,60,4.33E-05
3,-19.2,3.769911184,1,0.36,10,0.1,79577.47155,60,5.77E-05
3,-22.4,3.769911184,1,0.36,10,0.1,79577.47155,60,3.79E-05
3,-22.6,3.769911184,1,0.36,10,0.1,79577.47155,60,3.26E-05
3,-23,3.769911184,1,0.36,10,0.1,79577.47155,60,2.65E-05
3,-22.8,3.769911184,1,0.36,10,0.1,79577.47155,60,2.90E-05
3,-22,3.769911184,1,0.36,10,0.1,79577.47155,60,5.53E-05
3,-22.2,3.769911184,1,0.36,10,0.1,79577.47155,60,4.59E-05
3,-21.8,3.769911184,1,0.36,10,0.1,79577.47155,60,6.05E-05
3,-21.6,3.769911184,1,0.36,10,0.1,79577.47155,60,5.88E-05
3,-8.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000364932
3,-9,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000458922
3,-8.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.00023538
3,-8.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000156253
3,-7.6,3.769911184,1,0.36,10,0.1,79577.47155,60,9.72E-05
3,-7.8,3.769911184,1,0.36,10,0.1,79577.47155,60,9.68E-05
3,-9.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000385034
3,-8.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000118316
3,-8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000102061
3,-9.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000429977
3,-12.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000140673
3,-12.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000127655
3,-12.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000127655
3,-13,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000108054
3,-13,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000108054
3,-12.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000116976
3,-12.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000116976
3,-12,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000180051
3,-12.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000157433
3,-11.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000211627
3,-11.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000257065
3,1,3.769911184,1,0.36,10,0.1,79577.47155,60,0.008157399
3,0.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.012491622
3,0.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.010705302
3,-2.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.002794295
3,-2.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.002044478
3,-3,3.769911184,1,0.36,10,0.1,79577.47155,60,0.001218189
3,-2.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.001550727
3,-2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.005155007
3,-2.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.003888289
3,-1.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.005870382
3,-1.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.005758963
3,-1.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.006414064
3,-1.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.005701814
3,-0.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.010162606
3,0.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.011848817
3,0.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.010162606
3,-0.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.012491622
3,-0.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.011848817
3,-1.25,0,1,0,0,0.1,79577.47155,60,0.005522899
3,-1.95,0,1,0,0,0.1,79577.47155,60,0.00245769
3,1.2,0,1,0,0,0.1,79577.47155,60,0.005932927
3,-2,0,1,0,0,0.1,79577.47155,60,0.002345301
3,1,0,1,0,0,0.1,79577.47155,60,0.008078869
3,-1.3,0,1,0,0,0.1,79577.47155,60,0.005152172
3,-1.9,0,1,0,0,0.1,79577.47155,60,0.002578488
3,1.4,0,1,0,0,0.1,79577.47155,60,0.004511166
3,-1.2,0,1,0,0,0.1,79577.47155,60,0.005932927
3,-1.15,0,1,0,0,0.1,79577.47155,60,0.006387311
3,-1.85,0,1,0,0,0.1,79577.47155,60,0.002708555
3,1.6,0,1,0,0,0.1,79577.47155,60,0.003537781
3,-1.65,0,1,0,0,0.1,79577.47155,60,0.003343614
3,2.4,0,1,0,0,0.1,79577.47155,60,0.00167021
3,-1.35,0,1,0,0,0.1,79577.47155,60,0.00481619
3,-1.4,0,1,0,0,0.1,79577.47155,60,0.004511166
3,-1.7,0,1,0,0,0.1,79577.47155,60,0.003165118
3,2.2,0,1,0,0,0.1,79577.47155,60,0.00196532
3,-2.1,0,1,0,0,0.1,79577.47155,60,0.002142686
3,0.6,0,1,0,0,0.1,79577.47155,60,0.016658815
3,-1.5,0,1,0,0,0.1,79577.47155,60,0.003980608
3,-1.8,0,1,0,0,0.1,79577.47155,60,0.002848926
3,1.8,0,1,0,0,0.1,79577.47155,60,0.002848926
3,-1.75,0,1,0,0,0.1,79577.47155,60,0.003000695
3,2,0,1,0,0,0.1,79577.47155,60,0.002345301
3,-1.45,0,1,0,0,0.1,79577.47155,60,0.00423364
3,-2.05,0,1,0,0,0.1,79577.47155,60,0.002240533
3,0.8,0,1,0,0,0.1,79577.47155,60,0.011413421
3,-2.85,0,1,0,0,0.1,79577.47155,60,0.001202241
3,-2.4,0,1,0,0,0.1,79577.47155,60,0.00167021
3,-0.2,0,1,0,0,0.1,79577.47155,60,0.0339783
3,-0.9,0,1,0,0,0.1,79577.47155,60,0.009558645
3,-0.85,0,1,0,0,0.1,79577.47155,60,0.010433289
3,-0.15,0,1,0,0,0.1,79577.47155,60,0.035971854
3,-2.9,0,1,0,0,0.1,79577.47155,60,0.001162078
3,-2.6,0,1,0,0,0.1,79577.47155,60,0.001435216
3,-3,0,1,0,0,0.1,79577.47155,60,0.001087199
3,-3,0,1,0,0,0.1,79577.47155,60,0.001087199
3,-0.95,0,1,0,0,0.1,79577.47155,60,0.008777458
3,-0.25,0,1,0,0,0.1,79577.47155,60,0.031709626
3,-0.3,0,1,0,0,0.1,79577.47155,60,0.029307015
3,-1,0,1,0,0,0.1,79577.47155,60,0.008078869
3,-2.95,0,1,0,0,0.1,79577.47155,60,0.001123765
3,-2.8,0,1,0,0,0.1,79577.47155,60,0.001244368
3,-2.75,0,1,0,0,0.1,79577.47155,60,0.001288584
3,-2,0,1,0,0,0.1,79577.47155,60,0.002345301
3,-0.8,0,1,0,0,0.1,79577.47155,60,0.011413421
3,-0.5,0,1,0,0,0.1,79577.47155,60,0.020253697
3,-0.45,0,1,0,0,0.1,79577.47155,60,0.022315261
3,-0.75,0,1,0,0,0.1,79577.47155,60,0.012512139
3,-2.8,0,1,0,0,0.1,79577.47155,60,0.001244368
3,-2.2,0,1,0,0,0.1,79577.47155,60,0.00196532
3,-2.7,0,1,0,0,0.1,79577.47155,60,0.001335029
3,-1.8,0,1,0,0,0.1,79577.47155,60,0.002848926
3,-0.35,0,1,0,0,0.1,79577.47155,60,0.026887376
3,-0.65,0,1,0,0,0.1,79577.47155,60,0.015121109
3,-0.7,0,1,0,0,0.1,79577.47155,60,0.013743328
3,-0.4,0,1,0,0,0.1,79577.47155,60,0.024537562
3,-2.65,0,1,0,0,0.1,79577.47155,60,0.001383849
3,-1.6,0,1,0,0,0.1,79577.47155,60,0.003537781
3,0.4,0,1,0,0,0.1,79577.47155,60,0.024537562
3,-0.1,0,1,0,0,0.1,79577.47155,60,0.037539847
3,-1.1,0,1,0,0,0.1,79577.47155,60,0.006891857
3,-0.6,0,1,0,0,0.1,79577.47155,60,0.016658815
3,0.9,0,1,0,0,0.1,79577.47155,60,0.009558645
3,-2.55,0,1,0,0,0.1,79577.47155,60,0.001489316
3,-1.2,0,1,0,0,0.1,79577.47155,60,0.005932927
3,-0.6,0,1,0,0,0.1,79577.47155,60,0.016658815
3,-0.55,0,1,0,0,0.1,79577.47155,60,0.018367585
3,-2.6,0,1,0,0,0.1,79577.47155,60,0.001435216
3,-1.4,0,1,0,0,0.1,79577.47155,60,0.004511166
3,-0.05,0,1,0,0,0.1,79577.47155,60,0.038545543
3,-0.1,0,1,0,0,0.1,79577.47155,60,0.037539847
3,-2.3,0,1,0,0,0.1,79577.47155,60,0.001808959
3,-0.2,0,1,0,0,0.1,79577.47155,60,0.0339783
3,-1.6,0,1,0,0,0.1,79577.47155,60,0.003537781
3,2.6,0,1,0,0,0.1,79577.47155,60,0.001435216
3,-1.55,0,1,0,0,0.1,79577.47155,60,0.003749429
3,2.8,0,1,0,0,0.1,79577.47155,60,0.001244368
3,-2.25,0,1,0,0,0.1,79577.47155,60,0.001884744
3,-2.15,0,1,0,0,0.1,79577.47155,60,0.002051135
3,0.4,0,1,0,0,0.1,79577.47155,60,0.024537562
3,-2.2,0,1,0,0,0.1,79577.47155,60,0.00196532
3,0.2,0,1,0,0,0.1,79577.47155,60,0.0339783
3,-2.4,0,1,0,0,0.1,79577.47155,60,0.00167021
3,-0.6,0,1,0,0,0.1,79577.47155,60,0.016658815
3,-2.35,0,1,0,0,0.1,79577.47155,60,0.001737567
3,-0.4,0,1,0,0,0.1,79577.47155,60,0.024537562
3,-1.05,0,1,0,0,0.1,79577.47155,60,0.007453194
3,-2.45,0,1,0,0,0.1,79577.47155,60,0.001606569
3,-0.8,0,1,0,0,0.1,79577.47155,60,0.011413421
3,-2.5,0,1,0,0,0.1,79577.47155,60,0.001546357
3,-1,0,1,0,0,0.1,79577.47155,60,0.008078869
3,-1.1,0,1,0,0,0.1,79577.47155,60,0.006891857
3,-0.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.010705302
3,-1,3.769911184,1,0.36,10,0.1,79577.47155,60,0.008157399
3,-11.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.00038922
3,-11.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000320831
3,-10.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000639271
3,-7.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000101071
3,-7.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.00010736
3,-10,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000678914
3,-9.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000414069
3,-9.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000542417
3,-10.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000412328
3,-10.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000504974
3,-10.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.00038883
3,-11,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000408784
3,-21.2,3.769911184,1,0.36,10,0.1,79577.47155,60,5.78E-05
3,-21.4,3.769911184,1,0.36,10,0.1,79577.47155,60,5.62E-05
3,-20.2,3.769911184,1,0.36,10,0.1,79577.47155,60,7.21E-05
3,-17.4,3.769911184,1,0.36,10,0.1,79577.47155,60,4.44E-05
3,-17.2,3.769911184,1,0.36,10,0.1,79577.47155,60,4.51E-05
3,-20,3.769911184,1,0.36,10,0.1,79577.47155,60,6.39E-05
3,-19.6,3.769911184,1,0.36,10,0.1,79577.47155,60,6.19E-05
3,-19.8,3.769911184,1,0.36,10,0.1,79577.47155,60,6.10E-05
3,-20.6,3.769911184,1,0.36,10,0.1,79577.47155,60,8.72E-05
3,-20.4,3.769911184,1,0.36,10,0.1,79577.47155,60,8.32E-05
3,-20.8,3.769911184,1,0.36,10,0.1,79577.47155,60,7.79E-05
3,-21,3.769911184,1,0.36,10,0.1,79577.47155,60,6.53E-05
3,-6.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000159563
3,-6.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000146462
3,-5.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000257124
3,-2.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.002794295
3,-2.2,3.769911184,1,0.36,10,0.1,79577.47155,60,0.003888289
3,-5,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000285114
3,-4.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000353939
3,-4.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000316983
3,-5.6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000211094
3,-5.4,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000232518
3,-5.8,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000191948
3,-6,3.769911184,1,0.36,10,0.1,79577.47155,60,0.000174782
3,-11.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000389733
3,-11.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000322972
3,-10.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.001948346
3,-7.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000116589
3,-7.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000122062
3,-10,33.71911071,1,0.36,10,0.1,79577.47155,60,0.002230027
3,-9.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.001363856
3,-9.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.001920478
3,-10.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000962835
3,-10.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.00140453
3,-10.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000676043
3,-11,33.71911071,1,0.36,10,0.1,79577.47155,60,0.00049882
3,8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.0001456
3,9.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000627992
3,-5.6,33.71911071,1,0.36,10,0.1,79577.47155,60,7.61E-05
3,-8.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.0002045
3,-3.4,33.71911071,1,0.36,10,0.1,79577.47155,60,2.02E-05
3,-3.2,33.71911071,1,0.36,10,0.1,79577.47155,60,1.91E-05
3,-8.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000255227
3,-5.8,33.71911071,1,0.36,10,0.1,79577.47155,60,1.00E-04
3,9,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000446502
3,7.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000129229
3,9.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000917804
3,8.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000169696
3,-19.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000161948
3,-9,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000446502
3,-6.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000190386
3,-11.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000322972
3,-11.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000389733
3,-6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000137764
3,-8.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000330791
3,-19.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000116916
3,8.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.0002045
3,9.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.001363856
3,7.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000119586
3,-9.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000627992
3,-8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.0001456
3,-6.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000174421
3,-7,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000139727
3,-8.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000169696
3,-9.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000917804
3,7.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000116589
3,7,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000139727
3,9.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.001920478
3,-6.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000218972
3,-7.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000129229
3,-1.2,33.71911071,1,0.36,10,0.1,79577.47155,60,1.32E-05
3,-1.4,33.71911071,1,0.36,10,0.1,79577.47155,60,1.34E-05
3,-7.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000119586
3,-6.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000231912
3,7.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000122062
3,4.2,33.71911071,1,0.36,10,0.1,79577.47155,60,2.75E-05
3,5.4,33.71911071,1,0.36,10,0.1,79577.47155,60,6.08E-05
3,-18.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000344911
3,-15.4,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000138915
3,-15.2,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000163752
3,-18,33.71911071,1,0.36,10,0.1,79577.47155,60,0.00024043
3,5.6,33.71911071,1,0.36,10,0.1,79577.47155,60,7.61E-05
3,4.4,33.71911071,1,0.36,10,0.1,79577.47155,60,3.02E-05
3,2.8,33.71911071,1,0.36,10,0.1,79577.47155,60,1.71E-05
3,5.2,33.71911071,1,0.36,10,0.1,79577.47155,60,5.09E-05
3,4,33.71911071,1,0.36,10,0.1,79577.47155,60,2.51E-05
3,-17.6,33.71911071,1,0.36,10,0.1,79577.47155,60,0.00013091
3,-17.8,33.71911071,1,0.36,10,0.1,79577.47155,60,0.000171862
3,3.8,33.71911071,1,0.36,10,0.1,79577.47155,60,2.32E-05
